,Hotel_Name,Location,Address,Cost,Property_type,Likes,Rating,Review
731,Gaynoil Hotel,Karu,"Karu, Abuja - Plot 56 Karu Village Extension, Along Noble Height...",NA,Gaynoil Hotel,1,NA,NA
732,Greenview Guest House,Bwari,"Bwari, Abuja - After Nigerian Law School, Bwari",NA,Greenview Guest House,1,NA,NA
733,Harmony Hotel Maraba,Mararaba,"Mararaba, Abuja - Aki Village Phase 3, Maraba, Mararaba, Karu",NA,Harmony Hotel Maraba,1,NA,NA
734,Honey Hotel,Garki,"Garki, Abuja -  No.1, Aba Close, Section 1, Area 8, . P.M.B 332, ...",NA,Honey Hotel,1,NA,NA
735,House 4 Dishes & Royal Suites Hotel,Gwagwalada,"Gwagwalada, Abuja - No. 7 Phase II, Open Air Theatre Road, Gwagwalada",NA,House 4 Dishes & Royal Suites Hotel,1,NA,NA
736,Jagton Platinum Suites,Karu,"Karu, Abuja - Plot 209 FHA Karu Site. Along Yoruba Road. Opposit...",NA,Jagton Platinum Suites,1,NA,NA
737,JEMMYLAND HOTELS LTD,Karu,"Karu, Abuja - Off Abuja-Keffi Rd, New Karu",NA,JEMMYLAND HOTELS LTD,1,NA,NA
738,Junbic Apartment And Suites,Wuse,"Wuse, Abuja - 650, Cadastral Zone B11, Adjacent Games Village",NA,Junbic Apartment And Suites,1,NA,NA
739,Juvacy Luxury Hotels Ltd.,Nyanya,"Nyanya, Abuja - Abdullahi Adamu St, Nyanya",NA,Juvacy Luxury Hotels Ltd.,1,NA,NA
740,Kampala Guest Inn,Bwari,"Bwari, Abuja - Plot 121 Bwari District, Bwari Town",NA,Kampala Guest Inn,1,NA,NA
741,Kaura Hotel And Suites Limited,Kaura,"Kaura, Abuja - Plot 764, Cadastral Zone, Zone B11, Dubai Market R...",NA,Kaura Hotel And Suites Limited,1,NA,NA
742,Liberty Unique Class Hotel And Suites ,Bwari,"Bwari, Abuja - Plot 829/830 Beside Bwari Police Station Action Ar...",NA,Liberty Unique Class Hotel And Suites ,1,NA,NA
743,Mathis Crib Hotel,Nyanya,"Nyanya, Abuja - Plot 27186, Nyanya Gwandara, New Karu",NA,Mathis Crib Hotel,1,NA,NA
744,Mevito Suites,Gwagwalada,"Gwagwalada, Abuja - Plot 723, Gwagwalada Expansion Layout FRCN Road, K...",NA,Mevito Suites,1,NA,NA
745,MGI Guest House,Bwari,"Bwari, Abuja - Behind Primary Health Centre, Bwari Town",NA,MGI Guest House,1,NA,NA
746,Najob Excellent Guest Inn,Bwari,"Bwari, Abuja - Opposite Global Life Assembly Church, Bwari",NA,Najob Excellent Guest Inn,1,NA,NA
747,One Mind Cool Spot,Bwari,"Bwari, Abuja - No 1, Ojuade Street, Bwari",NA,One Mind Cool Spot,1,NA,NA
748,Raven Camp Suites,F.c.t,"F.c.t, Abuja - PLOT 92, Cadastral Zone B02 By American Internatio...",NA,Raven Camp Suites,1,NA,NA
749,Rockside Hotels & Garden,Bwari,"Bwari, Abuja - Plot 131 New SCC Road, Bwari",NA,Rockside Hotels & Garden,1,NA,NA
750,Sacom Guest House,Bwari,"Bwari, Abuja - Plot Ec 124, Behind Excellent Nur/Pri School Sabon...",NA,Sacom Guest House,1,NA,NA
751,St Mathias Hotel,Mabuchi,"Mabuchi, Abuja - Off N. Okanjo Iweala Way (Arab Contractors), No. 5...",NA,St Mathias Hotel,1,NA,NA
752,Viclin Diamond Hotel,Lugbe,"Lugbe, Abuja - Plot 997, Lugbe1 Extension Near, Premier Academy, ...",NA,Viclin Diamond Hotel,1,NA,NA
753,MARYLAND SHORTLET APARTMENTS,,", Abuja - ",NA,MARYLAND SHORTLET APARTMENTS,1,NA,NA
754,Top-Notch Suites And Apartments ,,", Abuja - ",NA,Top-Notch Suites And Apartments ,1,NA,NA
755,Kings&Queens Hotel,,", Abuja - ",NA,Kings&Queens Hotel,1,NA,NA
756,Maltito Hotel,,", Abuja - ",NA,Maltito Hotel,1,NA,NA
757,Lexrach Suites ,,", Abuja - ",NA,Lexrach Suites ,1,NA,NA
758,D Hotel And Suites,,", Abuja - ",NA,D Hotel And Suites,1,NA,NA
759,AGC HOTEL,,", Abuja - ",NA,AGC HOTEL,1,NA,NA
760,MSP RESIDENCE,,", Abuja - MSP RESIDENCE Emeka Anyaoku Street Area 11 Garki A...",NA,MSP RESIDENCE,1,NA,NA
761,Airport Guest,Kuje,"Kuje, Abuja - ",NA,Airport Guest,1,NA,NA
762,Harmony Suits,Kuje,"Kuje, Abuja - ",NA,Harmony Suits,1,NA,NA
763,Arsenal Hotel,Kuje,"Kuje, Abuja - ",NA,Arsenal Hotel,1,NA,NA
764,Abacus Suites,Wuse 2,"Wuse 2, Abuja -  3 Batna Close Off Agadez Crescent, Wuse 2, Abuja",NA,Abacus Suites,1,NA,NA
765,Aaliyah Royale Hotel,,", Abuja - Plot No. 3 Jibir Grema Street, Off Muftau Bello St...",NA,Aaliyah Royale Hotel,1,NA,NA
766,Secret Museum,,", Abuja - Plot 5 CBN CHOOS Estate, Apo",NA,Secret Museum,1,NA,NA
767,Accent And Rover House ,,", Abuja - Accent And Rover House. Power Mike Street, Off Chi...",NA,Accent And Rover House ,1,NA,NA
768,MINARET HOTELS,,", Abuja - Plot 546, Felicita Olajide Close, Off Bala Adamu C...",NA,MINARET HOTELS,1,NA,NA
769,Dovensia Apartments ,,", Abuja - House T5/D8",NA,Dovensia Apartments ,1,NA,NA
770,Ritalori Hotels Abuja ,,", Abuja - Suite 35 Okanga Plaza Wuye, Fct",NA,Ritalori Hotels Abuja ,1,NA,NA
771,The Beckett Suites Abuja,Dawaki ,"Dawaki , Abuja - No 1 Mamman Ali Street Dawaki, Abuja, Nigeria",NA,The Beckett Suites Abuja,1,NA,NA
772,Ajis Hotel,,", Abuja - House 7a 1st Avenue FHA Lugbe",NA,Ajis Hotel,1,NA,NA
773,Abigbem Self-Serviced Apartments,,", Abuja - No 0345,  Nigerian Air Force Valley Estate, Asokor...",NA,Abigbem Self-Serviced Apartments,1,NA,NA
774,Lineech Apartments,Apo,"Apo, Abuja - 39 Ibrahim Jalo, Apo Legislative Quarters Zone E",NA,Lineech Apartments,1,NA,NA
775,Trappers Guest House,Kubwa,"Kubwa, Abuja - No. 18, Remkom Street, Off Arab Road, Adjacent Zeb...",NA,Trappers Guest House,1,NA,NA
776,TRAPPERS SUITES & LOUNGE,Kubwa,"Kubwa, Abuja - No. 18 Remkom Street, Opposite Zeberceed Quarry, A...",NA,TRAPPERS SUITES & LOUNGE,1,NA,NA
777,Sankore Luxury,,", Abuja - 9, Audu Ogbe Street,off Umaru Dikko Street, Jabi D...",NA,Sankore Luxury,1,NA,NA
778,Tbm Apartment,,", Abuja - 43 Lord Lugard Street Asokoro Abuja",NA,Tbm Apartment,1,NA,NA
779,LA' GRANDEES APARTMENTS AND SUITES,Jahi,"Jahi, Abuja - OPPOSITE  OANDO  FILLING STATION, NEAR NNPC FILLIN...",NA,LA' GRANDEES APARTMENTS AND SUITES,1,NA,NA
780,Home Away From Home,,", Abuja - Shell Coopeast Estate. Lokogoma ",NA,Home Away From Home,1,NA,NA
781,Nino Valley Apartments ,,", Abuja - No 1 Linus Okpebholo Road, Dutse Road",NA,Nino Valley Apartments ,1,NA,NA
782,Trappers Suites And Lounge,,", Abuja - 18 Remkom Street, Arab Rd, Opposite Zeberceed Quar...",NA,Trappers Suites And Lounge,1,NA,NA
783,Norvin Guest Inn ,,", Abuja - 3 Chief J.C Obetta Street, Mararaba ",NA,Norvin Guest Inn ,1,NA,NA
784,Timeout Restaurant,FCT,"FCT, Abuja - 2 Lingu Crescent",NA,Timeout Restaurant,1,NA,NA
785,Great Grace Hostel ,,", Abuja - Jahi Community,Behind Next Cash And Carry Kado Abu...",NA,Great Grace Hostel ,1,NA,NA
786,Leeward Properties,Garki,"Garki, Abuja -  Off Ladoke Akintola Boulevard (old Cbn) Garki 2 A...","₦50,000",Leeward Properties,1,NA,NA
787,Donsi Hotel,,", Abuja - Yde Srteet",NA,Donsi Hotel,1,NA,NA
788,EDDY VIC HOTEL LTD,Garki 2,"Garki 2, Abuja - Plot466, Ahmadu Bello Way, Garki 11 By CBN Qtrs, A...",NA,EDDY VIC HOTEL LTD,1,NA,NA
789,Thé Granary,Wuse 2,"Wuse 2, Abuja - 7 Kolda Link, Wuse II","₦38,000",Hotel,1,NA,NA
790,Maryland Suites And Apartments ,Gudu,"Gudu, Abuja - Plot 5 Oladipo Diya Way Gudu ","₦20,900",Hotel,1,NA,NA
791,IAB Home ,Maitama,"Maitama, Abuja - 6 Asa Street Maitama",NA,IAB Home ,1,NA,NA
792, Wuse Luxury Apartment,Wuse,"Wuse, Abuja -  35, Lusaka Street, Off Bissau Street","₦24,500", Wuse Luxury Apartment,1,NA,NA
793,Contact Realtors,Utako,"Utako, Abuja - Utako ","₦80,000",Contact Realtors,1,NA,NA
794,Rock Towers Apartments ,Wuse,"Wuse, Abuja -  83 Yaounde St, Wuse, Abuja",NA,Rock Towers Apartments ,1,NA,NA
795,Hotel Nuovo,,", Abuja - No 2 NIA Quaters ",NA,Hotel Nuovo,1,NA,NA
796,Bedspace Apartment Jahi,Jahi,"Jahi, Abuja - Jahi","₦50,000",Bedspace Apartment Jahi,1,NA,NA
797,Homeawayng Wuye ,Wuye,"Wuye, Abuja - Wuye",NA,Homeawayng Wuye ,1,NA,NA
798,KIM THOMPSON GARKI,Garki,"Garki, Abuja - Garki 2","₦50,000",KIM THOMPSON GARKI,1,NA,NA
799,KIM THOMPSON VENTURES GUDU,Gudu,"Gudu, Abuja - Gudu Central Area ","₦75,000",KIM THOMPSON VENTURES GUDU,1,NA,NA
800,Superite Estates Wuse 2 ,Wuse 2,"Wuse 2, Abuja - Wuse 2 ","₦60,000",Superite Estates Wuse 2 ,1,NA,NA
801,Karu Multi-Resource Center,,", Abuja - Plot MF57 Cadastral Zone, Karu, Abuja",NA,Karu Multi-Resource Center,1,NA,NA
802,Lutuania,FCT,"FCT, Abuja - Mama Monday Bus-stop, Dutse Makaranta",NA,Lutuania,1,NA,NA
803,KMC,,", Abuja - Plot MF57 Cadastral Zone, Karu, Abuja",NA,KMC,1,NA,NA
804,M. House,,", Abuja - No.18 Calabar Street Area 7 Garki Abuja Nigeria",NA,M. House,1,NA,NA
805,Panvil Hotel,FCT,"FCT, Abuja - 2, Bamidele Otiko Street, Gudu",NA,Panvil Hotel,1,NA,NA
806,Luxor Salon & Spa Abuja, Wuse 2," Wuse 2, Abuja - Plot 792B Ademola Adetokunbo Crescent Wuse II",NA,Luxor Salon & Spa Abuja,1,NA,NA
807,Paramount Sports Shop,Abuja,"Abuja, Abuja - Area 1, By Shagari Plaza, Moshood Abiola Road, Gar...",NA,Paramount Sports Shop,1,NA,NA
808,Volcano Peak Court Hotel,Gwarinpa,"Gwarinpa, Abuja - 4th Avenue, Gwarinpa",NA,Volcano Peak Court Hotel,1,NA,NA
809,Blue Spring Hotels,FCT,"FCT, Abuja - Behind Beyelsa House",NA,Blue Spring Hotels,1,NA,NA
810,Iconvillas Hotels & Apartment LTD, Karu," Karu, Abuja - Plot 8, Peace Estate, Opp City College Of Educatio...",NA,Iconvillas Hotels & Apartment LTD,1,NA,NA
811,Halloween Hospitality ,,", Abuja - 546 Felicita Olajide Close, Citec Villas 4th Avenu...",NA,Halloween Hospitality ,1,NA,NA
812,Sheraton,,", Abuja - Sabo",NA,Sheraton,1,NA,NA
813,Bchezz Hotel,,", Abuja - Plot No. 1762, CAD Zone F14, Kubwa",NA,Bchezz Hotel,1,NA,NA
814,Toprose Resort,Abuja,"Abuja, Abuja - House 630 Apo Resettlement Zone B Abuja",NA,Toprose Resort,1,NA,NA
815,Top Rose Resoet,Apo,"Apo, Abuja - House 630, Zone B, Apo Resettlement",NA,Top Rose Resoet,1,NA,NA
816,Katarina Logde,,", Abuja - Beside Model Girls Secondary School Phase 2 Aco Es...",NA,Katarina Logde,1,NA,NA
817,San-Chris Apartments,,", Abuja - 10 Bissau Street Wuse Zone 6 Abuja",NA,San-Chris Apartments,1,NA,NA
818,The Bethel Guesthouse Dawaki Abuja,Dawaki,"Dawaki, Abuja - No 1 Koro Crescent Off Victory Close Opposite Dawa...",NA,The Bethel Guesthouse Dawaki Abuja,1,NA,NA
819,Katarina Lodge,Lugbe,"Lugbe, Abuja - Beside Model Girls Secondary School Phase 2 Aco Es...",NA,Katarina Lodge,1,NA,NA
820,Pave Hotel & Suites,Kado,"Kado, Abuja - Plot 309, Cadastral Zone B09, Ahmadu Bello Way, Ka...",NA,Pave Hotel & Suites,1,NA,NA
821,Od-V!ck's Homestay,Gudu,"Gudu, Abuja - Prince & Princess Estate, Gudu",NA,Od-V!ck's Homestay,1,NA,NA
822,Dixes Lodge,,", Abuja - 10 Ibrahim Bomai Street, Guzape, Abuja",NA,Dixes Lodge,1,NA,NA
823,MELVYTON HOTELS LIMITED,,", Abuja - 36, Justice Sowemimo, Opposite Sweden Embassy, Off...",NA,MELVYTON HOTELS LIMITED,1,NA,NA
824,Paint House Hotel,Gwarinpa,"Gwarinpa, Abuja - No1, 211Road, 2nd Avenue Gwarinpa","₦10,000",Hotel,1537,NA,NA
825,House 919 Suites,Lugbe,"Lugbe, Abuja - Plot 919 1(W) Road, 1st Avenue,  (Close To The Lug...","₦15,500",Hotel,1195,NA,NA
826,"Top Rank Hotels Galaxy, Asokoro",Asokoro,"Asokoro, Abuja - No 23 HASSAN MUSA KATSINA Street, Beside The New R...","₦37,600",Hotel,575,NA,NA
827,Grand Valley Hotel,Kubwa,"Kubwa, Abuja - Plot C39, Sultan Dasuki Way, Phase 2, Site 2, Kubw...","₦18,000",Hotel,286,7.2 Very Good,From 2 reviews
828,"Presken Hotel And Suites, Abuja",Wuse Zone 7,"Wuse Zone 7, Abuja - Plot 2038 Masaka Close By Nafdac Junction, Zone 7","₦20,000",Hotel,236,6.2 Very Good,From 2 reviews
829,CENTURION APARTMENTS- JABI,Jabi,"Jabi, Abuja - Ubitu Ukiwe Street, Jabi","₦29,000",Hotel,209,NA,NA
830,Masi Hotels & Suites,Abuja,"Abuja, Abuja - 1 Masi Close, Behind MTN Mast, Wumba Apo,","₦5,000",Hotel,208,NA,NA
831,Cubana Suites,Maitama,"Maitama, Abuja - 20 Yadseram Street, Off IBB Way, Maitama","₦60,000",Hotel,406,NA,NA
832,Soul Lounge & Suites,Kubwa,"Kubwa, Abuja -   5 Gado Nasko Road","₦14,500",Hotel,139,NA,NA
833,Check Inn Hotel ,Wuse 2,"Wuse 2, Abuja - No. 37, Durban Street, Off Ademola Adetokunbo Cres...","₦50,000",Hotel,128,NA,NA
834,KORAF APARTMENTS,Dawaki ,"Dawaki , Abuja - Plot A13, Dawaki Extension 1, Off Kubwa Expressway...","₦8,050",Hotel,239,NA,NA
835,Big Pepper Apartment,Jabi,"Jabi, Abuja -  70 Ebitu Ukiwe St, Jabi","₦17,000",Hotel,237,NA,NA
836,"Ivana Signature, Maitama",Maitama,"Maitama, Abuja - 4 Bobo Close, Off Gana Street, Maitama","₦55,000",Hotel,222,NA,NA
837,D White Royalty Place - Maitama,Maitama,"Maitama, Abuja - No, 29 Ontario Crescent, Off Mississippi Street, M...","₦25,000",Hotel,198,NA,NA
838,"House 81 Guesthouse, Abuja",FCT,"FCT, Abuja - No 81 Arsenal Street Suncity Estate","₦10,000",Hotel,186,NA,NA
839,Residency Hotel Utako Abuja,Utako,"Utako, Abuja - 36 Moses Majekodunmi Street Zone B05 Utako","₦39,000",Hotel,183,NA,NA
840,"Class Suites, Abuja",Jabi,"Jabi, Abuja - 518 Olu Awotesu Street, Jabi ","₦25,000",Hotel,183,NA,NA
841,Princely Inn And Suites,Abuja,"Abuja, Abuja - Ado, New Karu","₦6,000",Hotel,170,NA,NA
842,"Vichi Gates Hotel, Abuja",Mabuchi,"Mabuchi, Abuja - 1499 Ahmadu Bello Way Zone B06 Zipcode - 900108. M...","₦20,000",Hotel,170,NA,NA
843,Best Prime Hotel,Wuse 2,"Wuse 2, Abuja - 8 Hombari Crescent Off Freetown Street","₦40,000",Hotel,246,NA,NA
844,Topgan International Hotel,Jikwoyi,"Jikwoyi, Abuja - Plot 555A, Jikwoyi Off Kilometer 18 Nyanya-Karshi ...","₦8,000",Hotel,78,NA,NA
845,Hotel 2020,Wuye,"Wuye, Abuja - Plot 1796, Ngozi Okonjo Iweala Way, Wuye District","₦91,650",Hotel,153,NA,NA
846,Day Spring Hotel,Wuse,"Wuse, Abuja - Plot 4 Juba Street","₦8,100",Hotel,140,6.3 Very Good,From 4 reviews
847,House 3D Utako Abuja ,Utako,"Utako, Abuja - No. 3 M.L. Wushishi Crescent Utako","₦12,000",Hotel,140,NA,NA
848,"Aviel Suites, Abuja",Lugbe,"Lugbe, Abuja - 29/31 Obafemi Awolowo Street, Trademore Estate","₦23,500",Hotel,63,NA,NA
849,"De Arena Hotel, Kuje",Kuje,"Kuje, Abuja - Along Kuje Expressway, FCT","₦12,500",Hotel,123,NA,NA
850,Glitaz Apartment ,Apo,"Apo, Abuja - Plot 1047 Zone D Apo Resettlement, Apo ","₦20,000",Apartment,121,NA,NA
851,"Dera International Hotel, Kuje",Kuje,"Kuje, Abuja - Along Medium Security Prison Road, Kuje ","₦5,000",Hotel,103,NA,NA
852,Greys House 19,Lugbe,"Lugbe, Abuja - River Park Estate, Airport Road On Jim Ovia Ave, L...","₦21,000",Hotel,103,NA,NA
853,Angel Park Place Hotel,Utako,"Utako, Abuja - Plot 22, F Okotie Eboh Crescent, Behind Chisco Bus...","₦13,500",Hotel,99,NA,NA
854,Oneroi Hotels & Suites ,Kubwa,"Kubwa, Abuja - No 147, Channel Eight Street, Beside Fuma Academy","₦3,500",Oneroi Hotels & Suites ,97,NA,NA
855,Fisher Suites & Apartments,Apo,"Apo, Abuja -  Plot 2411, Cadastral Zone B01, Gudu District, Dur...","₦20,000",Hotel,93,NA,NA
856,Firstmak Hotels & Resorts    ,Garki 2,"Garki 2, Abuja - Plot D51 Nsukka Street, Garki 2, (landmark: Beside...","₦13,500",Hotel,93,NA,NA
857,Hub Hotel Limited,Karu,"Karu, Abuja - Plot G2 Karu Site (Behind Karu Park) P.O )3 Karu","₦5,000",Hotel,88,NA,NA
858,Abuja Modern Apartment,Apo,"Apo, Abuja - No 5, Col. A. Salisu Street, Brains And Hammers, A...","₦16,000",Apartment,86,NA,NA
859,YATOV PLACE,Abuja,"Abuja, Abuja - Plot 11 Opposite Garki Police Station,  Off Lagos ...","₦12,000",Hotel,84,NA,NA
860,Neiverder Lounge And Apartments,Wuse 2,"Wuse 2, Abuja - 3 Bouar Close, Off Bangui Street, Off Adetokunbo A...","₦13,500",Apartment,42,NA,NA
861, Whytescape Serviced Apartment,Life Camp,"Life Camp, Abuja - 1043 Abubakar Koko Ave, Lifecamp,","₦44,100",Apartment,40,NA,NA
862,Matrix Hotel ,Wuse,"Wuse, Abuja - 135 Ademola Adetokunbo Crescent ","₦13,500",Hotel,75,NA,NA
863,Accent & Rover Hotel,Galadimawa,"Galadimawa, Abuja -  1, Owu Falls Close, AMSSC0 Estate, Galadimawa, ","₦10,000",Accent & Rover Hotel,36,NA,NA
864,Saph Luxury Hotel,Wuse Zone  2,"Wuse Zone  2, Abuja - No. 16, Ouagadougou Street Off Mambolo Street Wuse...","₦30,000",Hotel,71,NA,NA
865,Magnolia Gold Bed And Breakfast,Asokoro,"Asokoro, Abuja - 13 Frederick Chiluba Close Asokoro Abuja",NA,Hotel,66,NA,NA
866,All Point Suites & Hotel Ltd,Abuja,"Abuja, Abuja - 15, A.E Ekukinam Street, Utako","₦10,500",Hotel,33,NA,NA
867,Blue Spring Hotel,Central Business District,"Central Business District, Abuja - Shehu Shagari Road Opposite Ministry Of Justice, C...","₦30,000",Hotel,66,NA,NA
868,Beeland Guest-Inn,Lugbe,"Lugbe, Abuja - House 5, Dominion Plaza Street Lugbe Corner's Shop...","₦7,500",Apartment,66,NA,NA
869,Frays Homez,Gudu,"Gudu, Abuja - Taraba Court, Gaduwa Estate, Gudu ","₦14,000",Apartment,62,NA,NA
870,GQ International Hotel,Garki,"Garki, Abuja - 20 Ogbomosho Street, Area 8, Garki","₦18,700",Hotel,87,NA,NA
871,Savannah Suites Hotel ,Garki,"Garki, Abuja - 8, Faskeri Street, Area 3",NA,Hotel,56,6.8 Very Good,From 1 review
872,UN Apartment,Asokoro,"Asokoro, Abuja - No 63 GT Kurubo Street, NAF Valley Estate, Asokoro","₦18,000",Apartment,28,NA,NA
873,Palazzo By Sephora Apartments,Maitama,"Maitama, Abuja - No. 5, Igbeti Rock Street Off Agulu Lake, Maitama","₦40,000",Apartment,81,NA,NA
874,Parris Royal Hotel ,Gwarinpa,"Gwarinpa, Abuja - 8 Ademola Adedapo Street, Beside I-scholar Academy...","₦22,000",Hotel,54,NA,NA
875,Ibilad Guest Inn,Nyanya,"Nyanya, Abuja - Aong Keffi Road, By Police Check Point, Dantata Qu...","₦2,000",Hotel,53,NA,NA
876,Emzrel Hotels And Suites,Wuse,"Wuse, Abuja - Plot 797 Ademola Adetokumbo Crescent","₦19,000",Hotel,53,NA,NA
877,Sefcon Suites And Apartment Ltd.,Gwarinpa,"Gwarinpa, Abuja - Block 1, Plot 11 Water Front Drive Setraco, Gwarin...","₦20,000",Hotel,26,NA,NA
878,House 797,Wuse,"Wuse, Abuja - Plot 797 Ademola  Adetokunbo Crescent Opposite Whi...","₦10,500",Hotel,49,NA,NA
879,Fabino By Top Rank Hotels,Garki 2,"Garki 2, Abuja - NO, 17 Onitsha Cres,  Gimbiya Street, , Off Ahmadu...","₦57,000",Hotel,47,NA,NA
880,"Ten Rooms Boutique Hotel, Abuja ",Maitama,"Maitama, Abuja - 12 Katsina-Ala Street, Maitama","₦50,000",Hotel,23,NA,NA
881,Sweetville Hotel And Suites,Lugbe,"Lugbe, Abuja - Old Redeemed Street Behind Babangida Market Lugbe ...","₦8,000",Hotel,45,NA,NA
882,Esenyo Luxury Apartments And Villa ,Kado,"Kado, Abuja - Plot 335 Water Park Road, Kado District By Navy Qu...","₦18,000",Apartment,43,NA,NA
883,Credence Resorts,Lugbe,"Lugbe, Abuja - Plot 104 & 105 Aiben Boulevard ACO Behind Mantrac ...","₦18,000",Hotel,20,NA,NA
884,Springs Sparadise Hotel,Utaka,"Utaka, Abuja - 22 IBM Haruna Street Utako","₦19,700",Hotel,19,NA,NA
885,NELSENO HOTEL,Wuse,"Wuse, Abuja - No. 12 Bamako Street, Wuse Zone 1, Wuse ","₦14,000",Hotel,38,NA,NA
886,Royale Pruriel Hotels,Kubwa,"Kubwa, Abuja - 2 Asoluka Rd, Kubwa 901101","₦16,000",Hotel,19,NA,NA
887,Prosbel Hotel ,Wuse 2,"Wuse 2, Abuja - No. 6 Beira Close Off Ademola Adetokunbo, Wuse 2, ...","₦70,000",Hotel,38,NA,NA
888,Paint House Annex,Gwarinpa,"Gwarinpa, Abuja - No.3, 6th Avenue, Beside Kelv Pharmacy & Stores, G...","₦15,000",Hotel,38,NA,NA
889,Zeus Paradise Hotel ,Mabuchi,"Mabuchi, Abuja - No. 1 Domenico Gitto, Mabushi ","₦35,000",Hotel,18,NA,NA
890,Grand Palazzo Hotel (Formerly LaVila Hotels),Gwarinpa,"Gwarinpa, Abuja - 1085, 69 Rd, Gwarinpa Estate, Abuja, Nigeria","₦25,000",Hotel,36,NA,NA
891,Treasure Suites And Conferences,Central Business District,"Central Business District, Abuja - Plot 66, 1st Avenue By Shehu Shagari Way, CBD Abuj...","₦70,000",Hotel,34,NA,NA
892,Kaysville Apartment,Utako,"Utako, Abuja - Plot 137 Wenike Briggs Close, Utako","₦20,000",Hotel,17,NA,NA
893,O2 Arena Suites,Wuse 2,"Wuse 2, Abuja - No. 15 Moronvia Street Beside Uba Bank Close To Tu...","₦27,000",Hotel,34,NA,NA
894,House B58A,Gwarinpa,"Gwarinpa, Abuja - J. Close, Sahara Homes, Gwarinpa","₦10,000",Hotel,34,NA,NA
895,Dazzle Hotels And Apartments ,Lugbe,"Lugbe, Abuja - House 23, Luxury Place Estate, Pykassa Road, Lugbe","₦15,000",Hotel,34,NA,NA
896,Irabel Hotel,Area 11,"Area 11, Abuja - 68, Emeka Anyaoku Street ","₦13,800",Irabel Hotel,32,NA,NA
897,Enland Suites & Apartments,Lokogoma,"Lokogoma, Abuja - 24 Vienna Crescent, Suncity Estate, Lokogoma","₦18,000",Hotel,32,NA,NA
898,Hotel De Aloommah,Kubwa,"Kubwa, Abuja - Plot C 72B Off Sultan Dasuki Phase 2, Site 2, (beh...","₦17,250",Hotel,30,NA,NA
899,The Den Hotel,"Wuse II, Abuja","Wuse II, Abuja, Abuja - 25, Kolda Street, Off Adetokunbo Ademola Crescent,...","₦24,230",The Den Hotel,15,NA,NA
900,The Panama,Maitama,"Maitama, Abuja - No. 43, Panama Street, Maitama","₦90,000",Hotel,30,NA,NA
901,Jorany ,Wuse,"Wuse, Abuja - Plot 137 Adetokunbo Ademola Crescent","₦15,500",Hotel,28,NA,NA
902,"HT-Oriental Serviced Luxury Apartment, Abuja", Maitama," Maitama, Abuja - NO 6 Eupharates Crescent","₦45,000",Apartment,28,NA,NA
903,"THE MAYFAIR LUXURY SERVICED BEDROOM APARTMENT, ABUJA",Maitama,"Maitama, Abuja - 15b Mekong Street, Off Euphrates Crescent, Maitama...","₦25,000",Apartment,28,NA,NA
904,6129 Luxzri Apartment ,Wuse 2,"Wuse 2, Abuja - Plot 605 Lingu Crescent Off Aminu Kano","₦40,000",Apartment,27,NA,NA
905,Carlton Apex Apartments,Abuja,"Abuja, Abuja - Plot 154 Henry Nkemadu Street, Behind GAA School K...","₦25,000",Hotel,27,NA,NA
906,"No1 Hotel, Abuja",Wuse Zone  2,"Wuse Zone  2, Abuja - No. 499/500, Gaborone Street, Wuse Zone 2 ","₦60,000",Hotel,27,NA,NA
907,All Point Suites ,Garki,"Garki, Abuja - 15A, Ekukinam Street, Garki, Abuja ",NA,Hotel,25,NA,NA
908,Alim Royal Hotel And Suites,Mabuchi,"Mabuchi, Abuja - Plot 9, A02 Cadastral Zone Ahmadu Bello Way, Mabus...","₦22,500",Hotel,25,NA,NA
909,"Mayfair Hotels, Wuse 2",Wuse 2,"Wuse 2, Abuja - 14 Nairobi Street Off Parakou, Wuse 2","₦50,000",Hotel,25,NA,NA
910,Nakovad Hotel,Wuse,"Wuse, Abuja - Plot 5 Kabola Close, Off Sultan Abubaka Way, Behin...","₦10,000",Hotel,23,NA,NA
911,Suzan Guest House,Bwari,"Bwari, Abuja - No. 75 Firstgate, Dutse Alhaji","₦8,000",Hotel,21,NA,NA
912,The Hallmark Hub Apartment & Suites ,Jabi,"Jabi, Abuja - No. 283, Adamu Ciroma Crescent, Jabi","₦56,000",Apartment,21,NA,NA
913,Linea Recta,Kado,"Kado, Abuja - 195, E Momoh Avenue Kado Behind AA Rano Filling St...","₦17,000",Apartment,21,NA,NA
914,The Cocoon Abuja,Jahi,"Jahi, Abuja - 9, Mabel Amoni- Okwuonu Street, Jahi ","₦20,000",Hotel,21,NA,NA
915,Tranquila Hotels And Suites,Mabushi,"Mabushi, Abuja - Plot 1731, Ahmadu Bello Way, Mabushi","₦55,000",Hotel,21,NA,NA
916,Savannah Suites Hotel ,Gwarinpa,"Gwarinpa, Abuja - 5th Avenue Off Tai Solarin Street ",NA,Hotel,19,NA,NA
917,Springs Resort Sparadise Suites ,Utako District,"Utako District, Abuja - 22 IBM Haruna Street, Utako ",NA,Hotel,10,NA,NA
918,Jostos Place Hotel (formerly Hotel De Lamitel),Kado,"Kado, Abuja - Banex Fly-Over, New Gwarinpa,","₦17,500",Jostos Place Hotel (formerly Hotel De Lamitel),10,NA,NA
